mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__solver,param_clf__penalty,param_clf__max_iter,param_clf__l1_ratio,param_clf__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.022411012649536134,0.008720221868124019,0.013640594482421876,0.009594442930060563,saga,elasticnet,500,0.9,0.1,"{'clf__solver': 'saga', 'clf__penalty': 'elasticnet', 'clf__max_iter': 500, 'clf__l1_ratio': 0.9, 'clf__C': 0.1}",0.6557652873442348,0.6572317098882563,0.5777579010137149,0.6260162601626016,0.609481915933529,0.6252506148684673,0.029862121904093413,42
0.010538721084594726,0.0017731177680219336,0.00830683708190918,0.003348299423757874,liblinear,l1,500,,0.1,"{'clf__solver': 'liblinear', 'clf__penalty': 'l1', 'clf__max_iter': 500, 'clf__C': 0.1}",0.6554498133445501,0.6588129875606157,0.5775790101371496,0.6258300750946441,0.6095430107526881,0.6254429793779295,0.030192336536521182,41
0.009766292572021485,0.00207117742477973,0.008777999877929687,0.0017634183239705545,liblinear,l1,500,,0.01,"{'clf__solver': 'liblinear', 'clf__penalty': 'l1', 'clf__max_iter': 500, 'clf__C': 0.01}",0.6474578053525423,0.6514336917562724,0.5765056648777579,0.6018122013281201,0.5995234604105572,0.61534656474505,0.02924235843997248,44
0.01764340400695801,0.002190058123212677,0.007125043869018554,0.0022035587414880827,saga,elasticnet,500,0.5,1.0,"{'clf__solver': 'saga', 'clf__penalty': 'elasticnet', 'clf__max_iter': 500, 'clf__l1_ratio': 0.5, 'clf__C': 1}",0.6604448183395552,0.6541218637992832,0.5830649970184854,0.6323465524731583,0.6132697947214076,0.6286496052703779,0.02824157937969702,32
0.01690645217895508,0.0016354798379127817,0.006131982803344727,0.0013730357068548627,saga,elasticnet,500,0.1,0.01,"{'clf__solver': 'saga', 'clf__penalty': 'elasticnet', 'clf__max_iter': 500, 'clf__l1_ratio': 0.1, 'clf__C': 0.01}",0.659182922340817,0.6583386042589079,0.5781156827668454,0.6222925588034507,0.6093597262952102,0.6254578988930463,0.03075377686893666,37
0.01315608024597168,0.0018942393986476243,0.005442094802856445,0.0002227668379574513,saga,elasticnet,200,0.9,0.01,"{'clf__solver': 'saga', 'clf__penalty': 'elasticnet', 'clf__max_iter': 200, 'clf__l1_ratio': 0.9, 'clf__C': 0.01}",0.6474578053525423,0.6514336917562724,0.5765056648777579,0.6018122013281201,0.5995234604105572,0.61534656474505,0.02924235843997248,44
0.00811142921447754,0.00032938516517729894,0.00701298713684082,0.0011741301813382613,liblinear,l2,100,,0.01,"{'clf__solver': 'liblinear', 'clf__penalty': 'l2', 'clf__max_iter': 100, 'clf__C': 0.01}",0.6637572953362427,0.6539637360320473,0.5834824090638044,0.6311053186867747,0.6129643206256109,0.629054615948896,0.02886059336072316,1
0.01221017837524414,0.0008641296921643676,0.005417728424072265,0.00043958255977626933,saga,l2,200,,1.0,"{'clf__solver': 'saga', 'clf__penalty': 'l2', 'clf__max_iter': 200, 'clf__C': 1}",0.6610231873389769,0.6536474804975754,0.583422778771616,0.6324086141624775,0.6139418377321604,0.6288887797005612,0.02810185392014137,13
0.011982345581054687,0.0007253153007020424,0.005434608459472657,0.000426229919315202,saga,elasticnet,500,0.9,10.0,"{'clf__solver': 'saga', 'clf__penalty': 'elasticnet', 'clf__max_iter': 500, 'clf__l1_ratio': 0.9, 'clf__C': 10}",0.6607077133392922,0.6535420619860847,0.5833035181872391,0.6326568609197541,0.6138196480938417,0.6288059605052424,0.028069513002377287,28
0.012185478210449218,0.0011066874414401122,0.006598520278930664,0.0019258097664459444,saga,l1,500,,0.1,"{'clf__solver': 'saga', 'clf__penalty': 'l1', 'clf__max_iter': 500, 'clf__C': 0.1}",0.6554498133445501,0.6588129875606157,0.5776386404293381,0.6257680134053248,0.6096041055718474,0.6254547120623352,0.030166860079926226,38
0.011629772186279298,0.0007117302379671175,0.005576133728027344,0.000644955687088308,saga,elasticnet,100,0.5,1.0,"{'clf__solver': 'saga', 'clf__penalty': 'elasticnet', 'clf__max_iter': 100, 'clf__l1_ratio': 0.5, 'clf__C': 1}",0.6604448183395552,0.6541218637992832,0.5830649970184854,0.6323465524731583,0.6132697947214076,0.6286496052703779,0.02824157937969702,32
0.011874723434448241,0.0005955134373692852,0.004916048049926758,0.0005189819836580041,saga,elasticnet,200,0.1,1.0,"{'clf__solver': 'saga', 'clf__penalty': 'elasticnet', 'clf__max_iter': 200, 'clf__l1_ratio': 0.1, 'clf__C': 1}",0.6607077133392922,0.6534893527303394,0.5833631484794275,0.6324086141624775,0.6138807429130011,0.6287699143249075,0.02802775619756418,29
0.007112455368041992,0.0003437838306068416,0.005568313598632813,0.00028407436731498945,liblinear,l1,100,,0.01,"{'clf__solver': 'liblinear', 'clf__penalty': 'l1', 'clf__max_iter': 100, 'clf__C': 0.01}",0.6474578053525423,0.6514336917562724,0.5765056648777579,0.6018122013281201,0.5995234604105572,0.61534656474505,0.02924235843997248,44
0.012563800811767578,0.0008702377501665099,0.007043266296386718,0.0020796694420622728,saga,elasticnet,500,0.1,1.0,"{'clf__solver': 'saga', 'clf__penalty': 'elasticnet', 'clf__max_iter': 500, 'clf__l1_ratio': 0.1, 'clf__C': 1}",0.6607077133392922,0.6534893527303394,0.5833631484794275,0.6324086141624775,0.6138807429130011,0.6287699143249075,0.02802775619756418,29
0.009254026412963866,0.0017439226304014573,0.006183195114135742,0.001377163627244151,liblinear,l1,100,,10.0,"{'clf__solver': 'liblinear', 'clf__penalty': 'l1', 'clf__max_iter': 100, 'clf__C': 10}",0.660655134339345,0.6535420619860847,0.5833035181872391,0.6326568609197541,0.613880742913001,0.6288076636690848,0.028051054835649333,26
0.013108110427856446,0.001897442032845978,0.005467462539672852,0.00023335366991576232,saga,elasticnet,100,0.1,0.1,"{'clf__solver': 'saga', 'clf__penalty': 'elasticnet', 'clf__max_iter': 100, 'clf__l1_ratio': 0.1, 'clf__C': 0.1}",0.6602870813397129,0.654596247100991,0.5833631484794275,0.6328430459877118,0.613514173998045,0.6289207393811778,0.028182689507290092,9
0.008572101593017578,0.000449619564674,0.005130100250244141,0.00011775950996227141,liblinear,l2,200,,100.0,"{'clf__solver': 'liblinear', 'clf__penalty': 'l2', 'clf__max_iter': 200, 'clf__C': 100}",0.6608654503391345,0.65359477124183,0.5835420393559928,0.6325327375411159,0.613697458455523,0.6288464913867193,0.02804733880940933,22
0.01210646629333496,0.000764133121590024,0.005837726593017578,0.0005258051668138991,saga,elasticnet,200,0.9,0.1,"{'clf__solver': 'saga', 'clf__penalty': 'elasticnet', 'clf__max_iter': 200, 'clf__l1_ratio': 0.9, 'clf__C': 0.1}",0.6557652873442348,0.6572317098882563,0.5777579010137149,0.6260162601626016,0.609481915933529,0.6252506148684673,0.029862121904093413,42
0.010954523086547851,0.00045972212926773587,0.006429195404052734,0.0005702493362018033,saga,,200,,,"{'clf__solver': 'saga', 'clf__penalty': None, 'clf__max_iter': 200}",0.6608654503391345,0.65359477124183,0.5835420393559928,0.6325327375411159,0.613697458455523,0.6288464913867193,0.02804733880940933,22
0.008065366744995117,0.0006683406253960041,0.005419349670410157,0.0003070327246507275,liblinear,l2,100,,1.0,"{'clf__solver': 'liblinear', 'clf__penalty': 'l2', 'clf__max_iter': 100, 'clf__C': 1}",0.660918029339082,0.6536474804975754,0.583422778771616,0.6324086141624775,0.6140029325513197,0.6288799670644141,0.028071339938487788,18
0.00790715217590332,0.00041120991721277345,0.005289554595947266,0.0007751678883655568,liblinear,l1,100,,1.0,"{'clf__solver': 'liblinear', 'clf__penalty': 'l1', 'clf__max_iter': 100, 'clf__C': 1}",0.6598664493401335,0.6542272823107739,0.5833035181872391,0.6320362440265624,0.612781036168133,0.6284429060065684,0.028099977632372437,35
0.007140207290649414,0.0012833658773692207,0.005890846252441406,0.001294641266120056,liblinear,l2,100,,0.1,"{'clf__solver': 'liblinear', 'clf__penalty': 'l2', 'clf__max_iter': 100, 'clf__C': 0.1}",0.6607602923392397,0.6543854100780098,0.5836016696481813,0.6324086141624774,0.613880742913001,0.6290073458281819,0.028122424961588954,7
0.010793638229370118,0.000862625007261804,0.005767393112182617,0.0006722642030225036,saga,elasticnet,200,0.5,0.01,"{'clf__solver': 'saga', 'clf__penalty': 'elasticnet', 'clf__max_iter': 200, 'clf__l1_ratio': 0.5, 'clf__C': 0.01}",0.6474578053525423,0.6514336917562724,0.5765056648777579,0.6018122013281201,0.5995234604105572,0.61534656474505,0.02924235843997248,44
0.00921802520751953,0.0016474468585299339,0.006804609298706054,0.001936011223249366,liblinear,l1,200,,100.0,"{'clf__solver': 'liblinear', 'clf__penalty': 'l1', 'clf__max_iter': 200, 'clf__C': 100}",0.6608654503391345,0.6536474804975754,0.5835420393559928,0.632594799230435,0.6137585532746823,0.6288816645395641,0.02805168682802573,16
0.008239984512329102,0.0019127478890591128,0.006806182861328125,0.0007473016132035183,liblinear,l1,500,,10.0,"{'clf__solver': 'liblinear', 'clf__penalty': 'l1', 'clf__max_iter': 500, 'clf__C': 10}",0.660655134339345,0.6535420619860847,0.5833035181872391,0.6326568609197541,0.613880742913001,0.6288076636690848,0.028051054835649333,26
0.012295818328857422,0.0015859253461433648,0.0062827587127685545,0.0006790430252496273,saga,l2,100,,0.01,"{'clf__solver': 'saga', 'clf__penalty': 'l2', 'clf__max_iter': 100, 'clf__C': 0.01}",0.6635995583364005,0.6539637360320473,0.583422778771616,0.6311673803760939,0.6129032258064516,0.6290113358645218,0.028849276189452017,4
0.01211996078491211,0.000911152732072287,0.006049394607543945,0.0006233534613606614,saga,l2,500,,1.0,"{'clf__solver': 'saga', 'clf__penalty': 'l2', 'clf__max_iter': 500, 'clf__C': 1}",0.6610231873389769,0.6536474804975754,0.583422778771616,0.6324086141624775,0.6139418377321604,0.6288887797005612,0.02810185392014137,13
0.014404869079589844,0.0015129296392273621,0.0057372570037841795,0.0004329084100989637,saga,elasticnet,200,0.5,100.0,"{'clf__solver': 'saga', 'clf__penalty': 'elasticnet', 'clf__max_iter': 200, 'clf__l1_ratio': 0.5, 'clf__C': 100}",0.6608654503391345,0.6536474804975754,0.5835420393559928,0.6325327375411159,0.6137585532746823,0.6288692522017002,0.028050054773520912,21
0.01192011833190918,0.0008370126472272609,0.008997392654418946,0.006311221099178311,saga,l1,200,,1.0,"{'clf__solver': 'saga', 'clf__penalty': 'l1', 'clf__max_iter': 200, 'clf__C': 1}",0.6598138703401862,0.6542272823107739,0.5833035181872391,0.6320983057158815,0.612781036168133,0.6284448025444427,0.028089826959981322,34
0.008391046524047851,0.0006654005599246426,0.005926799774169922,0.0013495303978745639,liblinear,l2,200,,1.0,"{'clf__solver': 'liblinear', 'clf__penalty': 'l2', 'clf__max_iter': 200, 'clf__C': 1}",0.660918029339082,0.6536474804975754,0.583422778771616,0.6324086141624775,0.6140029325513197,0.6288799670644141,0.028071339938487788,18
0.013580799102783203,0.0025655438194283338,0.005257654190063477,0.00010022198283789686,saga,elasticnet,200,0.1,10.0,"{'clf__solver': 'saga', 'clf__penalty': 'elasticnet', 'clf__max_iter': 200, 'clf__l1_ratio': 0.1, 'clf__C': 10}",0.660918029339082,0.6537001897533208,0.5835420393559928,0.6325327375411159,0.6137585532746823,0.6288903098528388,0.028071365944057094,11
0.011916637420654297,0.0003698743186352838,0.005661106109619141,0.0007189890324685579,saga,elasticnet,500,0.1,10.0,"{'clf__solver': 'saga', 'clf__penalty': 'elasticnet', 'clf__max_iter': 500, 'clf__l1_ratio': 0.1, 'clf__C': 10}",0.660918029339082,0.6537001897533208,0.5835420393559928,0.6325327375411159,0.6137585532746823,0.6288903098528388,0.028071365944057094,11
0.012473106384277344,0.0007205802304556638,0.00693206787109375,0.0019002180528985186,saga,l1,200,,0.1,"{'clf__solver': 'saga', 'clf__penalty': 'l1', 'clf__max_iter': 200, 'clf__C': 0.1}",0.6554498133445501,0.6588129875606157,0.5776386404293381,0.6257680134053248,0.6096041055718474,0.6254547120623352,0.030166860079926226,38
0.011234569549560546,0.0007593950911660859,0.006521844863891601,0.0006024418024874223,saga,l2,200,,0.01,"{'clf__solver': 'saga', 'clf__penalty': 'l2', 'clf__max_iter': 200, 'clf__C': 0.01}",0.6635995583364005,0.6539637360320473,0.583422778771616,0.6311673803760939,0.6129032258064516,0.6290113358645218,0.028849276189452017,4
0.011468267440795899,0.0006314835086640249,0.008168888092041016,0.002959246591637227,saga,l2,100,,100.0,"{'clf__solver': 'saga', 'clf__penalty': 'l2', 'clf__max_iter': 100, 'clf__C': 100}",0.6608654503391345,0.65359477124183,0.5835420393559928,0.6325327375411159,0.613697458455523,0.6288464913867193,0.02804733880940933,22
0.012636423110961914,0.0006237838011794101,0.005833959579467774,0.0014327020768266324,saga,elasticnet,200,0.9,100.0,"{'clf__solver': 'saga', 'clf__penalty': 'elasticnet', 'clf__max_iter': 200, 'clf__l1_ratio': 0.9, 'clf__C': 100}",0.660918029339082,0.6536474804975754,0.5835420393559928,0.632594799230435,0.6137585532746823,0.6288921803395534,0.028063681982494388,10
0.009711647033691406,0.0025478108883921027,0.005500125885009766,0.0003888622198537182,liblinear,l1,500,,100.0,"{'clf__solver': 'liblinear', 'clf__penalty': 'l1', 'clf__max_iter': 500, 'clf__C': 100}",0.6608654503391345,0.6536474804975754,0.5835420393559928,0.632594799230435,0.6137585532746823,0.6288816645395641,0.02805168682802573,16
0.010594987869262695,0.0029404428672320454,0.006570100784301758,0.0016479945907814971,liblinear,l2,500,,0.1,"{'clf__solver': 'liblinear', 'clf__penalty': 'l2', 'clf__max_iter': 500, 'clf__C': 0.1}",0.6607602923392397,0.6543854100780098,0.5836016696481813,0.6324086141624774,0.613880742913001,0.6290073458281819,0.028122424961588954,7
0.01259160041809082,0.0021758064898691437,0.005555152893066406,0.000452830159051319,saga,l1,500,,0.01,"{'clf__solver': 'saga', 'clf__penalty': 'l1', 'clf__max_iter': 500, 'clf__C': 0.01}",0.6474578053525423,0.6514336917562724,0.5765056648777579,0.6018122013281201,0.5995234604105572,0.61534656474505,0.02924235843997248,44
0.013280153274536133,0.002611413831744449,0.006266021728515625,0.0007044372582246592,saga,l2,500,,10.0,"{'clf__solver': 'saga', 'clf__penalty': 'l2', 'clf__max_iter': 500, 'clf__C': 10}",0.6608654503391345,0.6537001897533208,0.5835420393559928,0.6325327375411159,0.6137585532746823,0.6288797940528493,0.028059373373418232,20
0.012377548217773437,0.0007307014618328974,0.006930494308471679,0.0006432875170998739,saga,,500,,,"{'clf__solver': 'saga', 'clf__penalty': None, 'clf__max_iter': 500}",0.6608654503391345,0.65359477124183,0.5835420393559928,0.6325327375411159,0.613697458455523,0.6288464913867193,0.02804733880940933,22
0.01393752098083496,0.0010595453246060873,0.006443929672241211,0.0008463675456664065,saga,l2,200,,0.1,"{'clf__solver': 'saga', 'clf__penalty': 'l2', 'clf__max_iter': 200, 'clf__C': 0.1}",0.6608128713391871,0.6544381193337551,0.5836016696481813,0.6324086141624774,0.6138196480938416,0.6290161845154885,0.028150401494918823,3
0.012533998489379883,0.0007394775613715881,0.006164979934692383,0.0006308685064969725,saga,l2,500,,0.01,"{'clf__solver': 'saga', 'clf__penalty': 'l2', 'clf__max_iter': 500, 'clf__C': 0.01}",0.6635995583364005,0.6539637360320473,0.583422778771616,0.6311673803760939,0.6129032258064516,0.6290113358645218,0.028849276189452017,4
0.008901119232177734,0.00033821878455599276,0.005995321273803711,0.0004218894843785238,liblinear,l1,500,,1.0,"{'clf__solver': 'liblinear', 'clf__penalty': 'l1', 'clf__max_iter': 500, 'clf__C': 1}",0.6598664493401335,0.6542272823107739,0.5833035181872391,0.6320362440265624,0.612781036168133,0.6284429060065684,0.028099977632372437,35
0.013807106018066406,0.0006896195708141496,0.005592823028564453,0.0003484551603385329,saga,elasticnet,100,0.1,1.0,"{'clf__solver': 'saga', 'clf__penalty': 'elasticnet', 'clf__max_iter': 100, 'clf__l1_ratio': 0.1, 'clf__C': 1}",0.6607077133392922,0.6534893527303394,0.5833631484794275,0.6324086141624775,0.6138807429130011,0.6287699143249075,0.02802775619756418,29
0.008687496185302734,0.0006490120537542588,0.005843162536621094,0.00037179806903302935,liblinear,l2,500,,0.01,"{'clf__solver': 'liblinear', 'clf__penalty': 'l2', 'clf__max_iter': 500, 'clf__C': 0.01}",0.6637572953362427,0.6539637360320473,0.5834824090638044,0.6311053186867747,0.6129643206256109,0.629054615948896,0.02886059336072316,1
0.01263256072998047,0.00045264547794394386,0.00616612434387207,0.00041407822238585367,saga,elasticnet,100,0.9,0.01,"{'clf__solver': 'saga', 'clf__penalty': 'elasticnet', 'clf__max_iter': 100, 'clf__l1_ratio': 0.9, 'clf__C': 0.01}",0.6474578053525423,0.6514336917562724,0.5765056648777579,0.6018122013281201,0.5995234604105572,0.61534656474505,0.02924235843997248,44
0.01293182373046875,0.0015547742830755687,0.006110572814941406,0.00048015983220381017,saga,l1,100,,0.1,"{'clf__solver': 'saga', 'clf__penalty': 'l1', 'clf__max_iter': 100, 'clf__C': 0.1}",0.6554498133445501,0.6588129875606157,0.5776386404293381,0.6257680134053248,0.6096041055718474,0.6254547120623352,0.030166860079926226,38
0.012419748306274413,0.0016064250340543324,0.006579303741455078,0.000849693305284469,saga,l2,100,,1.0,"{'clf__solver': 'saga', 'clf__penalty': 'l2', 'clf__max_iter': 100, 'clf__C': 1}",0.6610231873389769,0.6536474804975754,0.583422778771616,0.6324086141624775,0.6139418377321604,0.6288887797005612,0.02810185392014137,13
0.01052560806274414,0.0006059092034612566,0.005820369720458985,0.0002406698086493733,saga,elasticnet,500,0.5,0.01,"{'clf__solver': 'saga', 'clf__penalty': 'elasticnet', 'clf__max_iter': 500, 'clf__l1_ratio': 0.5, 'clf__C': 0.01}",0.6474578053525423,0.6514336917562724,0.5765056648777579,0.6018122013281201,0.5995234604105572,0.61534656474505,0.02924235843997248,44
